County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
QUEENS,745250,AC,SAINT ALBANS DELI CORP,SAINT ALBANS DELI,188-12,LIBERTY AVE,,SAINT ALBANS,11412,1600,POINT (-73.76845854 40.703635984),188-12 LIBERTY AVE,saint albans deli,No,Yes
KINGS,703855,ABCH,SAINT ANTHONY BAKERY SHOP INC,SAINT ANTHONY BAKERY SHOP,6819,FT HAMILTON PKWY,,BROOKLYN,11219,2500,POINT (-74.011763229 40.628745398),6819 FT HAMILTON PKWY,saint anthony bakery shop,No,No
KINGS,714034,A,WILDLIFE CONSERVATION SOCIETY,PROSPECT PARK ZOO,450,FLATBUSH AVE,,BROOKLYN,11225,,POINT (-73.965352212 40.66541635),450 FLATBUSH AVE,prospect park zoo,No,Yes
KINGS,727092,AC,PROSPERITY POULTRY STORE INC,PROSPERITY POULTRY,5506,8TH AVENUE,,BROOKLYN,11220,200,POINT (-74.006934331 40.638230359),5506 8TH AVENUE,prosperity poultry,No,Yes
KINGS,754722,AC,PS QUALITY FOODS INC,PS QUALITY FOODS,8612,25TH AVE,,BROOKLYN,11214,2500,POINT (-73.987663665 40.597724687),8612 25TH AVE,ps quality foods,No,Yes
NEW YORK,738237,AC,ISARA MEXICAN TAQUERIA LLC,PUEBLO MAGICO,500B,WEST 146TH STREET,,NEW YORK,10031,,POINT (-73.947425668 40.825941656),500B WEST 146TH STREET,pueblo magico,No,Yes
QUEENS,736601,AC,SAJOMA CITY DELI GROCERY INC,SAJOMA CITY DELI GROCERY,12-12,36TH AVE,,ASTORIA,11106,1000,POINT (-73.938889286 40.7605911),12-12 36TH AVE,sajoma city deli grocery,No,Yes
KINGS,762276,AC,SAJOMA GRILL AND DELI CORP,SAJOMA GRILL AND DELI,442,MARCUS GARVEY BLVD,,BROOKLYN,11216,,POINT (-73.937960991 40.681832685),442 MARCUS GARVEY BLVD,sajoma grill and deli,No,Yes
KINGS,708760,AC,OTTMAN MUNIR K,SAKAMAN DELI & GRILL,6821,4TH AVE,,BROOKLYN,11220,2000,POINT (-74.023278958 40.634708745),6821 4TH AVE,sakaman deli grill,No,Yes
KINGS,614175,AC,SAKEER DELI&GROCERY CORP,SAKEER DELI&GROCERY,220,ROGERS AVE,,BROOKLYN,11225,1500,POINT (-73.953573794 40.668372605),220 ROGERS AVE,sakeer deligrocery,No,Yes
QUEENS,719898,AC,AD HALAL MEAT CORP,PUNJAB HALAL MEAT,130-04,101ST AVENUE,,SOUTH RICHMOND HILL,11419,,POINT (-73.816780967 40.692445808),130-04 101ST AVENUE,punjab halal meat,No,No
KINGS,760454,A,SAL CONVENIENT CORP,SAL CONVENIENT,1067,FLATBUSH AVE,,BROOKLYN,11226,2000,POINT (-73.957824173 40.644785553),1067 FLATBUSH AVE,sal convenient,No,No
QUEENS,633240,AC,JEN DELI CORP,SAL KRIS&CHARLIE DELI,33-12,23RD AVE,,ASTORIA,11105,1000,POINT (-73.911529832 40.773259676),33-12 23RD AVE,sal krischarlie deli,No,Yes
KINGS,730204,A,SALAAM PHARMACY INC,SALAAM PHARMACY,155,CRYSTAL ST,,BROOKLYN,11208,3000,POINT (-73.874179653 40.674893139),155 CRYSTAL ST,salaam pharmacy,No,No
BRONX,738787,AC,SALAH MARKET CORP,SALAH MARKET,700A,GRAND CONCOURSE,,BRONX,10451,750,POINT (-73.924886144 40.821875343),700A GRAND CONCOURSE,salah market,No,Yes
KINGS,616398,AC,SALAHI HASSAN,SALAHI DELI & GROCERY,1224,CORTELYOU RD,,BROOKLYN,11218,1000,POINT (-73.966280675 40.640212763),1224 CORTELYOU RD,salahi deli grocery,No,Yes
BRONX,730450,AC,SALAM DELI INC,SALAM DELI,939,MORRIS PARK AVE,,BRONX,10462,900,POINT (-73.85816938 40.84742527),939 MORRIS PARK AVE,salam deli,No,Yes
BRONX,735130,AC,SALCEDO SUPERMARKET CORP,SALCEDO SUPERMARKET,1318,LAFAYETTE AVE,STORE 1-2-3,BRONX,10474,2000,POINT (-73.886250432 40.816770471),1318 LAFAYETTE AVE,salcedo supermarket,No,Yes
KINGS,709857,A,SALIM SMOKE SHOP & LOTTERY CORP,SALIM SMOKE SHOP,488,DEKALB AVE,,BROOKLYN,11205,700,POINT (-73.957030072 40.690621571),488 DEKALB AVE,salim smoke shop,No,No
NEW YORK,742704,AC,PUNJABI JUNCTION OF 87TH LLC,PUNJABI JUNCTION OF 87TH,1665,1ST AVE,,NEW YORK,10028,3500,POINT (-73.949171367 40.777477031),1665 1ST AVE,punjabi junction of 87th,No,Yes
QUEENS,719195,AC,SALOME GROCERY CORP,SALOME GROCERY,107-52,VAN WYCK EXPWY,,SOUTH RICHMOND HILL,11419,,POINT (-73.808423371 40.687028249),107-52 VAN WYCK EXPWY,salome grocery,No,Yes
