County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
QUEENS,703443,A,104 CANDY CORP,104 ST CORP,86-91,104TH ST,,RICHMOND HILL,11418,400,POINT (-73.843158564 40.694866879),86-91 104TH ST,104 st corp,No,Yes
NEW YORK,752031,AC,1 IN THE MIDDLE GROCERY INC,1 IN THE MIDDLE GROCERY,615,WEST 173RD ST,,NEW YORK,10032,1800,POINT (-73.938466168 40.844686819),615 WEST 173RD ST,1 in the middle grocery,No,Yes
KINGS,742258,AC,1 NEW WAY DELI CORP,1 NEW WAY DELI,1159,BLAKE AVE,,BROOKLYN,11208,1500,POINT (-73.87456346 40.670970534),1159 BLAKE AVE,1 new way deli,No,Yes
NEW YORK,758296,AC,1 OCEAN DELI CORP,1 OCEAN DELI,1990,LEXINGTON AVE,,NEW YORK,10035,1500,POINT (-73.93924887 40.802153857),1990 LEXINGTON AVE,1 ocean deli,No,Yes
BRONX,752513,AC,1 PIECE DELI & GRILL INC,1 PIECE DELI & GRILL,2325,SOUTHERN BLVD,,BRONX,10460,,POINT (-73.882406658 40.851480477),2325 SOUTHERN BLVD,1 piece deli grill,No,Yes
BRONX,754670,A,1 S&F DELI GROCERY CORP,1 S&F DELI GROCERY,260,BROOK AVE,,BRONX,10454,800,POINT (-73.918768528 40.808022404),260 BROOK AVE,1 sf deli grocery,No,Yes
QUEENS,745448,AC,1 WAY JUICE BAR DELI CORP,1 WAY JUICE BAR DELI,114-14,JAMAICA AVE,,RICHMOND HILL,11418,1000,POINT (-73.834320602 40.698419256),114-14 JAMAICA AVE,1 way juice bar deli,No,Yes
QUEENS,671875,AC,105 EZ SHOP INC,105 EZ SHOP,105-06,CROSSBAY BLVD,,OZONE PARK,11417,500,POINT (-73.844923039 40.679984978),105-06 CROSSBAY BLVD,105 ez shop,No,Yes
QUEENS,759179,AC,1-800-FLOWERS.COM INC,1-800-FLOWERS,36-01,47TH AVE,,LONG ISLAND CITY,11101,5000,POINT (-73.928991097 40.742435437),36-01 47TH AVE,1800flowers,No,No
KINGS,617669,AC,107 RALPH AVE CORP,107 RALPH AVE,107,RALPH AVE,,BROOKLYN,11221,1900,POINT (-73.923292576 40.686486946),107 RALPH AVE,107 ralph ave,No,Yes
BRONX,761416,AC,10 DAYS GROCERY CORP,10 DAYS GROCERY,459,BROOK AVE,,BRONX,10455,1800,POINT (-73.916450345 40.812661411),459 BROOK AVE,10 days grocery,No,Yes
BRONX,703060,AC,10 NEIGHBORHOOD CANDY GROCERY CORP,10 NEIGHBORHOOD CANDY GROCERY,10,W. GUN HILL RD.,,BRONX,10467,1000,POINT (-73.881755217 40.882832231),10 W. GUN HILL RD.,10 neighborhood candy grocery,No,Yes
KINGS,761411,AC,107 WILSON EXPRESS CORP,107 WILSON EXPRESS,107,WILSON AVE,,BROOKLYN,11237,,POINT (-73.926871397 40.701505137),107 WILSON AVE,107 wilson express,No,Yes
KINGS,743902,AC,10AM FOOD CORP,10AM BREAKFAST BAR,3808,13TH AVE,,BROOKLYN,11218,1000,POINT (-73.986011005 40.641105059),3808 13TH AVE,10am breakfast bar,No,No
RICHMOND,722855,A,1106 FOREST FOOD CORP,1106 FOREST FOOD,1106,FOREST AVE,,STATEN ISLAND,10310,1500,POINT (-74.126513747 40.626812363),1106 FOREST AVE,1106 forest food,No,Yes
QUEENS,731058,AC,101 DELI NY INC,101 DELI NY,120-22,101ST AVENUE,,SOUTH RICHMOND HILL,11419,1500,POINT (-73.824031061 40.690392368),120-22 101ST AVENUE,101 deli ny,No,Yes
NEW YORK,735096,AC,101 FINEST DELI INC,101 FINEST DELI,101,W 136TH ST,,NEW YORK,10030,,POINT (-73.940654851 40.815012996),101 W 136TH ST,101 finest deli,No,Yes
NEW YORK,628886,AC,101 LENOX DELI GRILL CORP,101 LENOX DELI GRILL,101,LENOX AVE,,NEW YORK,10026,1500,POINT (-73.950366207 40.801556521),101 LENOX AVE,101 lenox deli grill,No,Yes
QUEENS,750665,AC,101 LUCKY DELI INC,101 LUCKY DELI,97-19,101ST AVE,,OZONE PARK,11416,600,POINT (-73.843508844 40.68511684),97-19 101ST AVE,101 lucky deli,No,Yes
NEW YORK,760931,AC,101 MINI MARKET CORP,101 MINI MARKET,1810,3RD AVE,,NEW YORK,10029,2000,POINT (-73.947360792 40.788218691),1810 3RD AVE,101 mini market,No,Yes
QUEENS,638811,AC,111 CORONA CANDY STORE INC,111 CORONA CANDY STORE,40-01,111TH ST,,CORONA,11368,1500,POINT (-73.855631675 40.75145843),40-01 111TH ST,111 corona candy store,No,No
QUEENS,743128,AC,102 DELI & GROCERY CORP,102 DELI & GROCERY,102-02,JAMAICA AVE,,RICHMOND HILL,11418,,POINT (-73.845090509 40.695066285),102-02 JAMAICA AVE,102 deli grocery,No,Yes
NEW YORK,750822,AC,102 DEREK DELI GROCERY CORP,102 DEREK DELI GROCERY,102,EAST 103RD STREET,,NEW YORK,10029,,POINT (-73.949085955 40.790809496),102 EAST 103RD STREET,102 derek deli grocery,No,Yes
NEW YORK,758192,AC,102 FAMILY ORGANIC DELI CORP,102 FAMILY ORGANIC DELI,1980,2ND AVE,,NEW YORK,10029,2000,POINT (-73.944254962 40.787838991),1980 2ND AVE,102 family organic deli,No,Yes
QUEENS,738797,AC,115 LEFFERTBLVD NEWSTAND INC,115 LEFFERTBLVD NEWSTAND,115-07,LEFFERTS BLVD,,SOUTH OZONE PARK,11420,1200,POINT (-73.819351193 40.676766495),115-07 LEFFERTS BLVD,115 leffertblvd newstand,No,No
QUEENS,748456,A,102 ST BODEGA CORP,102 ST BODEGA,42-07,102ND STREET,,CORONA,11368,1000,POINT (-73.865826782 40.753877354),42-07 102ND STREET,102 st bodega,No,Yes
KINGS,618425,AC,1152 H&F CANDY STORE INC,1152 H&F CANDY STORE,1152,CONEY ISLAND AVE,,BROOKLYN,11230,600,POINT (-73.966303223 40.629656636),1152 CONEY ISLAND AVE,1152 hf candy store,No,No
BRONX,603764,AC,1029 SIMPSON DELI & GROCERY CORP,1029 SIMPSON DELI&GROCERY,1029,WESTCHESTER AVE,,BRONX,10459,1800,POINT (-73.893088388 40.824256014),1029 WESTCHESTER AVE,1029 simpson deligrocery,No,Yes
QUEENS,758099,AC,103 DELI GROCERY CORP,103 DELI GROCERY,103-22,NORTHERN BLVD,,CORONA,11368,2500,POINT (-73.864793849 40.757543566),103-22 NORTHERN BLVD,103 deli grocery,No,Yes
QUEENS,639391,AC,10325 STOP 1 DELI INC,10325 STOP 1 DELI,103-25,ROCKAWAY BLVD,,SOUTH OZONE PARK,11417,1000,POINT (-73.835910481 40.679505784),103-25 ROCKAWAY BLVD,10325 stop 1 deli,No,Yes
BRONX,741345,AC,1033 BEST DELI & GRILL CORP,1033 BEST DELI & GRILL,1033-1035,CASTLE HILL AVENUE,,BRONX,10472,2000,POINT (-73.850428943 40.828423873),1033-1035 CASTLE HILL AVENUE,1033 best deli grill,No,Yes
NEW YORK,759373,AC,104 HARLEM DELI CORP,104 HARLEM DELI,104,E 128TH ST.,,NEW YORK,10035,1000,POINT (-73.937130596 40.806663698),104 E 128TH ST.,104 harlem deli,No,Yes
NEW YORK,629482,A,116 DISCOUNT INC,116 DISCOUNT,64-68,E 116TH ST,,NEW YORK,10029,2200,POINT (-73.944124539 40.799516701),64-68 E 116TH ST,116 discount,No,Yes
BRONX,747954,A,1160 TREMONT DISCOUNT CORP,1160 TREMONT DISCOUNT,1160,E TREMONT AVENUE,,BRONX,10460,2200,POINT (-73.875241221 40.839739191),1160 E TREMONT AVENUE,1160 tremont discount,No,Yes
KINGS,747956,AC,105 MOAID DELI & GROCERY INC.,105 MOAID DELI & GROCERY,105,BRIGHTON 11TH STREET,,BROOKLYN,11235,1500,POINT (-73.95745034 40.580073823),105 BRIGHTON 11TH STREET,105 moaid deli grocery,No,Yes
NEW YORK,721052,AC,106 CANDY & CONVENIENCE CORP,106 CANDY & CONVENIENCE,232,E 106TH STREET,,NEW YORK,10029,1500,POINT (-73.943435882 40.790881035),232 E 106TH STREET,106 candy convenience,No,No
QUEENS,705492,AC,106 DELI INC,106 DELI,105-31,LIBERTY AVE,,OZONE PARK,11417,1000,POINT (-73.83522283 40.683085108),105-31 LIBERTY AVE,106 deli,No,Yes
KINGS,737469,AC,1066 RUTLAND DELI CORP,1066 RUTLAND DELI,1066,RUTLAND ROAD,,BROOKLYN,11212,1000,POINT (-73.924539384 40.663711471),1066 RUTLAND ROAD,1066 rutland deli,No,Yes
KINGS,732307,AC,1068 MINI MART DELI GROCERY CORP,1068 MINI MART DELI GROCERY,1068,MANHATTAN AVE,,BROOKLYN,11222,1400,POINT (-73.95493468 40.735296319),1068 MANHATTAN AVE,1068 mini mart deli grocery,No,Yes
QUEENS,639657,AC,107 DELI GROCERY CORP,107 DELI GROCERY,107-05,JAMAICA AVE,,RICHMOND HILL,11418,1000,POINT (-73.840277872 40.695521464),107-05 JAMAICA AVE,107 deli grocery,No,Yes
QUEENS,724220,AC,107 GROCERY DELI CORP,107 GROCERY DELI,107-01,37TH AVENUE,,CORONA,11368,1500,POINT (-73.861078235 40.754037206),107-01 37TH AVENUE,107 grocery deli,No,Yes
QUEENS,756999,AC,107 MINI MARKET INC,107 MINI MARKET,107-15,NORTHERN BLVD,,CORONA,11368,,POINT (-73.861295662 40.757974564),107-15 NORTHERN BLVD,107 mini market,No,Yes
KINGS,748779,AC,1170 FULTON ST CORP,1170 FULTON ST,1170,FULTON ST,,BROOKLYN,11216,,POINT (-73.954234707 40.680714245),1170 FULTON ST,1170 fulton st,No,Yes
KINGS,610609,A,11TH AVE FOOD CENTER OF NY INC,11TH AVE FOOD CTR OF NY,5901,11TH AVE,,BROOKLYN,11219,1500,POINT (-74.002304251 40.631933036),5901 11TH AVE,11th ave food ctr of ny,No,Yes
NEW YORK,760761,AC,WEST 3RD NYC DELI INC,121 GOURMET DELI,121,W 3RD ST,,NEW YORK,10012,1000,POINT (-74.000375827 40.730661629),121 W 3RD ST,121 gourmet deli,Yes,Yes
QUEENS,749998,AC,121 GOURMET DELI INC,121 GOURMET DELI,122-03,SUTPHIN BLVD,,JAMAICA,11434,900,POINT (-73.790477465 40.67656864),122-03 SUTPHIN BLVD,121 gourmet deli,Yes,Yes
KINGS,671850,AC,1223 GRAVESEND NECK ROAD CORP,1223 GRAVESEND NECK RD,1223,GRAVESEND NECK RD,,BROOKLYN,11229,2000,POINT (-73.957619236 40.594510017),1223 GRAVESEND NECK RD,1223 gravesend neck rd,No,Yes
NEW YORK,757228,AC,125 FRESH FOOD INC,125 FRESH FOOD,2425,2ND AVE,,NEW YORK,10035,1400,POINT (-73.93391513 40.802599313),2425 2ND AVE,125 fresh food,No,Yes
KINGS,757704,AC,1077 BROADWAY MINI MARKET CORP,1077 BROADWAY MINI MARKET,1077,BROADWAY,,BROOKLYN,11221,,POINT (-73.930830338 40.694655949),1077 BROADWAY,1077 broadway mini market,No,Yes
KINGS,757614,AC,1078 DEMPANADA GROCERY CORP,1078 D'EMPANADA GROCERY,1078,RUTLAND RD,,BROOKLYN,11212,1000,POINT (-73.924100424 40.663998635),1078 RUTLAND RD,1078 dempanada grocery,No,Yes
QUEENS,736957,AC,108 DELI & GROCERY INC,108 DELI & GROCERY,53-14,108TH STREET,,CORONA,11368,2000,POINT (-73.854584356 40.742271822),53-14 108TH STREET,108 deli grocery,No,Yes
NEW YORK,754390,AC,108 PARK DELI CORP,108 PARK DELI,108,E 126TH STREET,,NEW YORK,10035,,POINT (-73.937820175 40.805324228),108 E 126TH STREET,108 park deli,No,Yes
QUEENS,756521,AC,108 STREET DELI AND GROCERY INC,108 STREET DELI AND GROCERY,3601,108TH ST,,CORONA,11368,2000,POINT (-73.860241721 40.754577127),3601 108TH ST,108 street deli and grocery,No,Yes
KINGS,617059,AC,1080 FAMILY MINIMARKET CORP,1080 FAMILY MINI MARKET,1080,NOSTRAND AVE,,BROOKLYN,11225,1200,POINT (-73.950894854 40.661688373),1080 NOSTRAND AVE,1080 family mini market,No,Yes
NEW YORK,746274,AC,1080 PARK CONVENIENCE CORP,1080 PARK CONVENIENCE,1080,PARK AVE,,NEW YORK,10128,1500,POINT (-73.956499665 40.781702558),1080 PARK AVE,1080 park convenience,No,No
BRONX,761133,A,1086 BOSTON RD DELI CORP,1086 BOSTON RD DELI,1086,BOSTON RD,,BRONX,10456,,POINT (-73.905027823 40.826990148),1086 BOSTON RD,1086 boston rd deli,No,Yes
BRONX,724807,AC,1086 LUNA DELI GROCERY CORP,1086 LUNA DELI GROCERY,1086,BOSTON ROAD,,BRONX,10456,1500,POINT (-73.905027823 40.826990148),1086 BOSTON ROAD,1086 luna deli grocery,No,Yes
KINGS,723625,AC,1088 FLATBUSH DELI INC,1088 FLATBUSH DELI,1088,FLATBUSH AVE,,BROOKLYN,11226,800,POINT (-73.958046294 40.64393085),1088 FLATBUSH AVE,1088 flatbush deli,No,Yes
BRONX,739600,AC,1088 GOURMET DELI CORP,1088 GOURMET DELI,1088,WASHINGTON AVE,,BRONX,10456,,POINT (-73.908400617 40.828324212),1088 WASHINGTON AVE,1088 gourmet deli,No,Yes
QUEENS,707882,AC,108 STREET GROCERY CORP,108TH STREET GROCERY,57-18,108TH STREET,,CORONA,11368,1000,POINT (-73.853317431 40.739617022),57-18 108TH STREET,108th street grocery,No,Yes
QUEENS,713233,AC,109 DAY & NIGHT GROCERY CORP,109 DAY & NIGHT GROCERY,108-20,JAMAICA AVE,,RICHMOND HILL,11418,100,POINT (-73.838859235 40.695698825),108-20 JAMAICA AVE,109 day night grocery,No,Yes
QUEENS,746580,AC,109 DELI & GRILL CORP,109 DELI & GRILL,109-02,GUY R BREWER BLVD,,JAMAICA,11433,12500,POINT (-73.790124922 40.694807661),109-02 GUY R BREWER BLVD,109 deli grill,No,Yes
NEW YORK,715091,AC,109 SPICY GOURMET DELI INC,109 SPICY GOURMET DELI,990,AMSTERDAM AVE,,NEW YORK,10025,1200,POINT (-73.964564146 40.802319358),990 AMSTERDAM AVE,109 spicy gourmet deli,No,Yes
QUEENS,760415,AC,109 STOP 1 DELI INC,109 STOP 1 DELI,109-14,MERRICK BLVD,,JAMAICA,11433,1000,POINT (-73.784163293 40.696859551),109-14 MERRICK BLVD,109 stop 1 deli,No,Yes
QUEENS,717916,AC,126 FOOD CORP,126 FOOD,126-04,JAMAICA AVENUE,,RICHMOND HILL,11418,500,POINT (-73.824537077 40.701130885),126-04 JAMAICA AVENUE,126 food,No,Yes
KINGS,610591,AC,EISHEH AYMAN M,10TH AVE DELI GRCY XPRS,561,17TH ST,,BROOKLYN,11218,800,POINT (-73.979858269 40.656935666),561 17TH ST,10th ave deli grcy xprs,No,Yes
KINGS,710890,AC,11-7 DELI GROUP INC,11-7 DELI GROUP,1632,DEKALB AVENUE,,BROOKLYN,11237,400,POINT (-73.91896173 40.704475977),1632 DEKALB AVENUE,117 deli group,No,Yes
QUEENS,727219,AC,110 SUTPHIN DELI GROCERY CORP,110 SUTPHIN DELI GROCERY,110-10,SUTPHIN BLVD,,JAMAICA,11435,1500,POINT (-73.796709913 40.689716828),110-10 SUTPHIN BLVD,110 sutphin deli grocery,No,Yes
BRONX,609065,AC,1105 TINTON DELI GROCERY CORP,1105 TINTON DELI GRCY,1105,TINTON AVE,,BRONX,10456,1200,POINT (-73.90163751 40.826577843),1105 TINTON AVE,1105 tinton deli grcy,No,Yes
KINGS,728792,AC,1271 D & G CORP,1271 D & G,1271,RALPH AVE,,BROOKLYN,11236,1000,POINT (-73.91978936 40.645208755),1271 RALPH AVE,1271 d g,No,Yes
KINGS,736635,AC,1108 BLAKE DELI INC,1108 BLAKE DELI,1108,BLAKE AVE,,BROOKLYN,11208,,POINT (-73.877142488 40.670340592),1108 BLAKE AVE,1108 blake deli,No,Yes
BRONX,605957,AC,12E 196TH STREET FOOD INC,12E 196TH STREET FOOD,12E,196TH ST,,BRONX,10468,1800,POINT (-73.895543029 40.868904987),12E 196TH ST,12e 196th street food,No,Yes
QUEENS,737031,AC,111 DELI & GRILL CORP,111 DELI & GRILL,110-52,SUTPHIN BLVD,,JAMAICA,11435,,POINT (-73.795839368 40.688727051),110-52 SUTPHIN BLVD,111 deli grill,No,Yes
BRONX,608900,AC,1307 CORP,1307 CORP,1307,CROSBY AVE,,BRONX,10461,600,POINT (-73.82918325 40.838483414),1307 CROSBY AVE,1307 corp,No,Yes
QUEENS,748088,AC,111 FARMERS DELI GROCERY INC,111 FARMERS DELI GROCERY,111-04,FARMERS BLVD,,SAINT ALBANS,11412,2000,POINT (-73.765665355 40.701745153),111-04 FARMERS BLVD,111 farmers deli grocery,No,Yes
QUEENS,637564,AC,111 FOOD MARKET CORP,111 FOOD MARKET,111-01,41ST AVE,,CORONA,11368,2000,POINT (-73.855391114 40.751031707),111-01 41ST AVE,111 food market,No,Yes
QUEENS,728021,AC,113TH GOURMET DELI INC,113TH GOURMET DELI,113-21,JAMAICA AVE,,RICHMOND HILL,11418,,POINT (-73.83499568 40.698325755),113-21 JAMAICA AVE,113th gourmet deli,No,Yes
KINGS,735679,AC,1149 YAMASA GROCERY INC,1149 YAMASA GROCERY,1149,BLAKE AVE,,BROOKLYN,11208,,POINT (-73.87506671 40.670863497),1149 BLAKE AVE,1149 yamasa grocery,No,Yes
RICHMOND,714133,AC,1334 RICHMOND ROAD CORP,1334 RICHMOND ROAD,1334,RICHMOND RD,,STATEN ISLAND,10304,1200,POINT (-74.096304948 40.595643795),1334 RICHMOND RD,1334 richmond road,No,Yes
QUEENS,740183,AC,115-05 MINIMART CORP,115-05 MINIMART,115-05,BEACH CHANNEL DR.,,ROCKAWAY PARK,11694,,POINT (-73.837420481 40.58156048),115-05 BEACH CHANNEL DR.,11505 minimart,No,Yes
BRONX,736968,AC,1150 JOSEPH DELI & GROCERY INC,1150 JOSEPH DELI & GROCERY,1150,GARRISON AVE,,BRONX,10474,400,POINT (-73.888454537 40.820115186),1150 GARRISON AVE,1150 joseph deli grocery,No,Yes
BRONX,722972,A,1150 WEBSTER PHARMACY INC,1150 WEBSTER PHARMACY,1150,WEBSTER AVENUE,,BRONX,10456,3400,POINT (-73.910535236 40.830284069),1150 WEBSTER AVENUE,1150 webster pharmacy,No,No
NEW YORK,724117,AC,1338 FOOD INC,1338 FOOD,1338,ST NICHOLAS AVE,,NEW YORK,10033,1200,POINT (-73.935509535 40.846576686),1338 ST NICHOLAS AVE,1338 food,No,Yes
KINGS,711242,AC,1154 NP MINIMART INC,1154 NP MINIMART,1154,CONEY ISLAND AVE,,BROOKLYN,11230,1100,POINT (-73.966252428 40.629397007),1154 CONEY ISLAND AVE,1154 np minimart,No,Yes
QUEENS,757357,A,14108 BABY STOP INC,141-08 BABY STOP,141-08,NORTHERN BLVD,,FLUSHING,11354,800,POINT (-73.825501834 40.764249005),141-08 NORTHERN BLVD,14108 baby stop,No,Yes
BRONX,609621,AC,1158 GROCERY & DELI INC,1158 GROCERY & DELI,1158,ST LAWRENCE AVE,,BRONX,10472,500,POINT (-73.866640885 40.829523453),1158 ST LAWRENCE AVE,1158 grocery deli,No,Yes
NEW YORK,760650,AC,116 CONVENIENCE INC,116 CONVENIENCE,116,ELDRIDGE ST,,NEW YORK,10002,,POINT (-73.991820502 40.718240864),116 ELDRIDGE ST,116 convenience,No,No
RICHMOND,742657,AC,1414 CASTLETON CORP,1414 CASTLETON,1414,CASTLETON AVE,,STATEN ISLAND,10302,1100,POINT (-74.129638772 40.633653002),1414 CASTLETON AVE,1414 castleton,No,Yes
NEW YORK,730287,AC,116 STREET MARINI DELI GROCERY CORP INC,116 STREET MARINI DELI GROCERY,1869A,LEXINGTON AVE,,NEW YORK,10029,,POINT (-73.941624804 40.798390215),1869A LEXINGTON AVE,116 street marini deli grocery,No,Yes
NEW YORK,743657,AC,145 FOOD PLAZA CORP,145 FOOD PLAZA,701,LENOX AVE,,NEW YORK,10039,900,POINT (-73.936321709 40.820559843),701 LENOX AVE,145 food plaza,No,Yes
BRONX,747789,AC,1161 HOE DELI GROCERY CORP,1161 HOE DELI GROCERY,1161,HOE AVENUE,,BRONX,10459,,POINT (-73.891014538 40.827766606),1161 HOE AVENUE,1161 hoe deli grocery,No,Yes
BRONX,725177,AC,149 WILLIS INC,149 WILLIS,526B,WILLIS AVENUE,,BRONX,10455,,POINT (-73.917907623 40.815605764),526B WILLIS AVENUE,149 willis,No,Yes
QUEENS,741133,AC,117 W INDIAN MARKET INC,117 W INDIAN MARKET,117-19,LIBERTY AVE,,SOUTH RICHMOND HILL,11419,,POINT (-73.825286419 40.686127739),117-19 LIBERTY AVE,117 w indian market,No,Yes
KINGS,713388,AC,1522 CORTELYOU MART CORP,1522 CORTELYOU MART,1522,CORTELYOU RD,,BROOKLYN,11226,,POINT (-73.963830478 40.641323366),1522 CORTELYOU RD,1522 cortelyou mart,No,Yes
BRONX,754259,AC,1172 SAMS DELI CORP,1172 SAMS DELI,1172,E GUN HILL RD,,BRONX,10469,,POINT (-73.85303647 40.872955416),1172 E GUN HILL RD,1172 sams deli,No,Yes
QUEENS,716049,AC,118-07 ALEXANDER DELI GROCERY CORP,118-07 ALEXANDER DELI GROCERY,118-07,SUTPHIN BLVD,,JAMAICA,11434,1200,POINT (-73.79164892 40.679551675),118-07 SUTPHIN BLVD,11807 alexander deli grocery,No,Yes
BRONX,747454,AC,1183 PUGSLEY DELI GROCERY CORP,1183 PUGSLEY DELI GROCERY,1183,PUGSLEY AVE,,BRONX,10472,2000,POINT (-73.857296153 40.830986221),1183 PUGSLEY AVE,1183 pugsley deli grocery,No,Yes
NEW YORK,724020,AC,1532 AMSTERDAM FOOD CORP,1532 AMSTERDAM FOOD,1532,AMSTERDAM AVE,,NEW YORK,10031,1800,POINT (-73.952078546 40.819443083),1532 AMSTERDAM AVE,1532 amsterdam food,No,Yes
QUEENS,758361,AC,119 A&S DELI CORP,119 A&S DELI,119-20,ROCKAWAY BLVD,,SOUTH OZONE PARK,11420,800,POINT (-73.81836171 40.67584524),119-20 ROCKAWAY BLVD,119 as deli,No,Yes
KINGS,746361,AC,15TH AVE FOOD CORP,15TH AVE FOOD,1245,61ST ST,,BROOKLYN,11219,400,POINT (-73.999672418 40.628704578),1245 61ST ST,15th ave food,No,Yes
QUEENS,734427,AC,12 ST GOURMET DELI INC,12 ST GOURMET DELI,1203,40TH AVE.,,LONG ISLAND CITY,11101,,POINT (-73.942530637 40.756057329),1203 40TH AVE.,12 st gourmet deli,No,Yes
NEW YORK,629188,AC,LENOX GOURMET DELI&GRCY CORP,121 LENOX GOURMET DELI,217,MALCOLM X BLVD,,NEW YORK,10027,1000,POINT (-73.947555398 40.805186072),217 MALCOLM X BLVD,121 lenox gourmet deli,No,Yes
BRONX,737575,AC,1217 GUZMAN DELI FOOD CORP,1217 GUZMAN DELI FOOD,1217,SHERMAN AVENUE,,BRONX,10456,1100,POINT (-73.915826312 40.834146031),1217 SHERMAN AVENUE,1217 guzman deli food,No,Yes
NEW YORK,750977,AC,122 DC MEAT MARKET INC,122 DC MEAT MARKET,79,ELIZABETH ST,,NEW YORK,10013,,POINT (-73.996196778 40.71801472),79 ELIZABETH ST,122 dc meat market,No,No
BRONX,716328,AC,161 SHADDAD INC,161 SHADDAD,575,E 161 ST,,BRONX,10456,1800,POINT (-73.90919958 40.822470836),575 E 161 ST,161 shaddad,No,Yes
BRONX,747352,AC,1223 IE DELI GROCERY CORP,1223 IE DELI GROCERY,1223,BOSTON RD,,BRONX,10456,,POINT (-73.902226842 40.829811958),1223 BOSTON RD,1223 ie deli grocery,No,Yes
QUEENS,740057,AC,123 FRESH MARKET INC,123 FRESH MARKET,123-02,LIBERTY AVE,,SOUTH RICHMOND HILL,11419,,POINT (-73.820607808 40.687491726),123-02 LIBERTY AVE,123 fresh market,No,Yes
BRONX,738745,AC,1247 DELI & GROCERY CORP,1247 DELI & GROCERY,1247,WEBSTER AVENUE,,BRONX,10456,1200,POINT (-73.909319273 40.833213837),1247 WEBSTER AVENUE,1247 deli grocery,No,Yes
QUEENS,751827,A,125 CONVENIENT INC,125 CONVENIENT,124-32,ROCKAWAY BLVD,,SOUTH OZONE PARK,11420,3200,POINT (-73.812780033 40.675232313),124-32 ROCKAWAY BLVD,125 convenient,No,No
QUEENS,635980,AC,164TH STREET TRADING INC,164TH STREET TRADING,65-08,164TH ST,,FRESH MEADOWS,11365,2500,POINT (-73.804986455 40.73649447),65-08 164TH ST,164th street trading,No,Yes
BRONX,730798,AC,165 AND ANDERSON SUPERETTE INC,165 AND ANDERSON SUPERETTE,64,W 165TH STREET,,BRONX,10452,1200,POINT (-73.926451799 40.833639596),64 W 165TH STREET,165 and anderson superette,No,Yes
KINGS,735301,AC,1268 DELI GROCERY CORP,1268 DELI GROCERY,1268,SUTTER AVE,,BROOKLYN,11208,1500,POINT (-73.8711361 40.672800052),1268 SUTTER AVE,1268 deli grocery,No,Yes
KINGS,746710,A,1268 ST JOHNS DELI AND GROCERY CORP,1268 ST JOHNS DELI AND GROCERY,1268,SAINT JOHNS PL,,BROOKLYN,11213,1000,POINT (-73.936277569 40.670734458),1268 SAINT JOHNS PL,1268 st johns deli and grocery,No,Yes
BRONX,747916,AC,1269 BRONX DELI GROCERY CORP,1269 BRONX DELI GROCERY,1269,GRAND CONCOURSE,,BRONX,10452,,POINT (-73.916457805 40.8362418),1269 GRAND CONCOURSE,1269 bronx deli grocery,No,Yes
QUEENS,749270,AC,127 DELI & GRILL CORP,127 DELI & GRILL,126-20,135TH AVENUE,,SOUTH OZONE PARK,11420,2000,POINT (-73.812821858 40.668962188),126-20 135TH AVENUE,127 deli grill,No,Yes
NEW YORK,754459,AC,127 FAMILY GOURMET DELI 2366 INC,127 FAMILY GOURMET DELI 2366,2366,FREDERICK DOUGLASS BLVD,,NEW YORK,10027,1500,POINT (-73.950127323 40.811301573),2366 FREDERICK DOUGLASS BLVD,127 family gourmet deli,No,Yes
NEW YORK,628340,AC,1663 PARK AVE MINI MARKET CORP,1663 PARK AVE MINI MKT,1663,PARK AVE,,NEW YORK,10035,1200,POINT (-73.942387055 40.800061147),1663 PARK AVE,1663 park ave mini mkt,No,Yes
BRONX,743037,AC,1278 MORRISON DELI GROCERY CORP,1278 MORRISON DELI GROCERY,1278,MORRISON AVE,,BRONX,10472,1800,POINT (-73.874953889 40.831518178),1278 MORRISON AVE,1278 morrison deli grocery,No,Yes
QUEENS,706523,AC,128 M DELI & GROCERY INC,128 M DELI & GROCERY,128-02,LIBERTY AVE,,SOUTH RICHMOND HILL,11419,900,POINT (-73.816898229 40.688926038),128-02 LIBERTY AVE,128 m deli grocery,No,Yes
NEW YORK,708441,AC,128 P&L DELI GROCERY CORP,128 P&L DELI GROCERY,128,AUDUBON AVE,,NEW YORK,10032,2000,POINT (-73.936911325 40.84274272),128 AUDUBON AVE,128 pl deli grocery,No,Yes
NEW YORK,734449,AC,128 T EDGECOMBE DELI CORP,128 T EDGECOMBE DELI,128,EDGECOMBE AVENUE,,NEW YORK,10030,1800,POINT (-73.944931214 40.820914316),128 EDGECOMBE AVENUE,128 t edgecombe deli,No,Yes
BRONX,761118,AC,1285 ROYALTY GOURMET DELI & GROC CORP,1285 ROYALTY GOURMET,1285,SOUTHERN BLVD,,BRONX,10459,2000,POINT (-73.892079542 40.830391944),1285 SOUTHERN BLVD,1285 royalty gourmet,No,Yes
KINGS,746306,A,1667 NICKS DISCOUNT STORE INC,1667 NICKS DISCOUNT STORE,1667-1669,BATH AVE,,BROOKLYN,11214,3000,POINT (-74.00845925 40.605439642),1667-1669 BATH AVE,1667 nicks discount store,No,Yes
