County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
KINGS,672219,Store,A,AMAZING FOOD MART INC,AMAZING GROCERIES,842,ROCKAWAY AVE,,,BROOKLYN,NY,11212,10000,POINT (-73.908154692 40.65899116)
KINGS,672218,Store,AC,293 BROADWAY DELI&GROCERY CORP,293 BROADWAY DELI&GRCRY,293,BROADWAY,,,BROOKLYN,NY,11211,1000,POINT (-73.958135393 40.708627743)
KINGS,672214,Store,AC,RANCHO SAN MIGUEL DELI GROCERY INC,RANCHO SAN MIGUEL DELI,4109,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,600,POINT (-73.994107504 40.643118853)
KINGS,672206,Store,AC,GREEN PLANET ORGANICS INC,GREEN PLANET ORGANICS,969,FULTON ST,,,BROOKLYN,NY,11238,1500,POINT (-73.964376307 40.683094161)
KINGS,672167,Store,AC,ZUNA 10 CORP,MR PINA FRUITS & VEGTBL,221,HAVEMEYER ST,,,BROOKLYN,NY,11211,3000,POINT (-73.958910971 40.709217955)
QUEENS,672166,Store,AC,BARBARA & DOMINGO CORP,BARBARA & DOMINGO DELI,1071,CYPRESS AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.900317277 40.696749748)
KINGS,672157,Store,AC,DK FISH MARKET INC,DK FISH MARKET,2921,GLENWOOD RD,,,BROOKLYN,NY,11210,1000,POINT (-73.948030422 40.634117863)
KINGS,672145,Store,ACDK,OCEAN PROVIDENCE NEW YORK LLC,NISHIMARU USA,76,APOLLO ST,,,BROOKLYN,NY,11222,8000,POINT (-73.937912962 40.726837637)
QUEENS,672129,Store,AC,VAN DAM LN CORP,VAN DAM LN,49-01,VAN DAM ST,,,LONG ISLAND CITY,NY,11101,1500,POINT (-73.934303463 40.739279818)
KINGS,672115,Store,AC,KAUSAR & SON INC,SNACK SHOP,3437,FORT HAMILTON PARKWAY,,,BROOKLYN,NY,11218,4000,POINT (-73.985492333 40.645316881)
QUEENS,672112,Store,A,CVS ALBANY LLC,CVS PHARMACY #549,61-15,METROPOLITAN AVE,,,RIDGEWOOD,NY,11385,5000,POINT (-73.901313382 40.712840152)
KINGS,672105,Store,AC,7955 AE COMPANY INC,7955 AE COMPANY INC.,2323-2325,86TH ST,,,BROOKLYN,NY,11214,3000,POINT (-73.990716522 40.600289759)
QUEENS,672087,Store,A,WIN MARKET NY INC,WIN MARKET NY,102-01,101ST AVE,,,OZONE PARK,NY,11416,1300,POINT (-73.840722113 40.685907966)
KINGS,672082,Store,AC,N&K DELI GROCERY CORP,N&K DELI GROCERY,309,UTICA AVE,,,BROOKLYN,NY,11213,800,POINT (-73.931093446 40.667510862)
KINGS,672078,Store,AC,PLAZA FRUIT & GROCERY CORP,PLAZA FRUIT & GROCERY,37,NEWKIRK PLAZA,,,BROOKLYN,NY,11226,1800,POINT (-73.962914084 40.634939624)
KINGS,672075,Store,AC,DEADBREAD INC,BAKED IN BROOKLYN,755,5TH AVE,,,BROOKLYN,NY,11232,500,POINT (-73.996257546 40.658832826)
KINGS,672068,Store,A,M&E CANDY&GROCERY STORE CORP,M&E CANDY&GROCERY STORE,148,MONTAGUE ST,,,BROOKLYN,NY,11201,300,POINT (-73.993367801 40.69442025)
QUEENS,672058,Store,AC,SC & IT INC,BP GAS,97-44,SUTPHIN BLVD,,,JAMAICA,NY,11435,500,POINT (-73.804912946 40.696208696)
KINGS,672051,Store,A,REYES PATRICIA M,JASMIN GROCERY STORE,679,MYRTLE AVE,,,BROOKLYN,NY,11205,800,POINT (-73.956350802 40.694792113)
KINGS,672050,Store,A,NATURES APOTHECARY INC,NATURES EMPORIUM,1612,E 16TH ST,,,BROOKLYN,NY,11229,0,POINT (-73.957713868 40.610065237)
KINGS,672046,Store,AC,IZZY MANHATTAN DELI CORP,NASSAU FINEST DELI,183,NASSAU AVE,,,BROOKLYN,NY,11222,1500,POINT (-73.945933354 40.725494856)
KINGS,672036,Store,AC,SANDWICH SPOT DELI CORP THE,SANDWICH SPOT DELI,1075,FLATBUSH AVE,,,BROOKLYN,NY,11226,1500,POINT (-73.957768266 40.644322411)
KINGS,672027,Store,ACEWD,WIDOW JANE DISTILLERIES LLC,WIDOW JANE,216-218,CONOVER ST,,,BROOKLYN,NY,11231,7000,POINT (-74.015284299 40.677346229)
KINGS,672021,Store,AC,OCEAN BAY MARKET INC,OCEAN BAY MARKET,2424,CONEY ISLAND AVENUE,,,BROOKLYN,NY,11223,5000,POINT (-73.961317918 40.597414472)
QUEENS,672011,Store,AC,GAGM MEAT CORP,ROBERTS PRIME MEATS,34-23,FRANCIS LEWIS BLVD,,,FLUSHING,NY,11358,4000,POINT (-73.788969896 40.765620242)
QUEENS,671994,Store,ACK,EBENEZER MINI MARKET INC,EBENEZER MINI MARKET,108-07,CORONA AVE,,,CORONA,NY,11368,2000,POINT (-73.85469902 40.743219438)
QUEENS,671984,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #4938,3172,31ST ST,,,ASTORIA,NY,11106,5000,POINT (-73.925090662 40.762641356)
KINGS,671977,Store,AC,MARTINEZ DE LAZARO MARGARITA H,KNICKERBOCKER DELI GRCY,184,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,350,POINT (-73.927318572 40.703780111)
KINGS,671961,Store,AC,LORIMER EXPRESS FOOD INC,LORIMER EXPRESS FOOD,574,BROADWAY,,,BROOKLYN,NY,11206,1000,POINT (-73.947810314 40.703943894)
KINGS,671958,Store,AC,FREDDYS ON U INC,FREDDYS ON U,702,AVENUE U,,,BROOKLYN,NY,11223,2000,POINT (-73.963949501 40.597887128)
KINGS,671956,Store,A,YORK FUEL INC,EXXON,1760,FLATBUSH AVE,,,BROOKLYN,NY,11210,500,POINT (-73.941624888 40.626887591)
QUEENS,671954,Store,AC,PMP CONVENIENCE CORP,LIBERTY SMOKESHOP,118-20,LIBERTY AVE,,,SOUTH RICHMOND HILL,NY,11419,1600,POINT (-73.824285704 40.686060768)
KINGS,671952,Store,AC,EAST NEW YORK KOSHER CORP,MARKET PLACE,589,E NEW YORK AVE,,,BROOKLYN,NY,11225,12000,POINT (-73.943320799 40.662158933)
KINGS,671950,Store,A,CVS ALBANY LLC,CVS PHARMACY #2431,4112,AVENUE U,,,BROOKLYN,NY,11234,16500,POINT (-73.923016979 40.608763318)
QUEENS,671925,Store,ACD,PRABHU KIRPA SWEETS & SNACKS INC,PRABHU KIRPA SWEETS & SNACKS,135-16,109TH AVE,,,SOUTH OZONE PARK,NY,11420,800,POINT (-73.808608276 40.686759525)
KINGS,671916,Store,AC,VERGARA MAURICIA,SOSAS DELI & GRILL,4623,7TH AVE.,,,BROOKLYN,NY,11220,1500,POINT (-74.003947104 40.644145385)
KINGS,671908,Store,A,KANG SHENG GROCERY INC,KANG SHENG GROCERY,34,AVENUE O,,,BROOKLYN,NY,11204,1200,POINT (-73.983812348 40.610117959)
KINGS,671891,Store,AC,SAM DELI AND GROCERY II INC,SAM DELI AND GROCERY,1601,10TH AVE,,,BROOKLYN,NY,11215,1000,POINT (-73.977958678 40.659113368)
QUEENS,671889,Store,AC,GREENBAY MARKETPLACE INC,GREENBAY MARKETPLACE,32-06,BROADWAY,,,ASTORIA,NY,11106,2500,POINT (-73.924424636 40.761392913)
KINGS,671887,Store,AC,OLD CITY FOOD CORP,OLD CITY FOOD,1606,AVENUE H,,,BROOKLYN,NY,11230,0,POINT (-73.961062186 40.629980555)
QUEENS,671875,Store,AC,105 EZ SHOP INC,105 EZ SHOP,105-06,CROSSBAY BLVD,,,OZONE PARK,NY,11417,500,POINT (-73.844923039 40.679984978)
KINGS,671867,Store,ABCH,SAVARESE ITALIAN PASTRY SHOPPE INC,SAVARESE ITLN PSTRY SHP,5922,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,3500,POINT (-73.996633978 40.627962151)
KINGS,671864,Store,AC,VANDERBILT GREEN MARKET LLC,VANDERBILT GREEN MARKET,657,VANDERBILT AVE,,,BROOKLYN,NY,11238,1200,POINT (-73.96881838 40.677216938)
KINGS,671850,Store,AC,1223 GRAVESEND NECK ROAD CORP,1223 GRAVESEND NECK RD,1223,GRAVESEND NECK RD,,,BROOKLYN,NY,11229,2000,POINT (-73.957619236 40.594510017)
KINGS,671842,Store,AC,RNJ KINGS FOOD INC,RNJ KINGS FOOD,1914,KINGS HWY,,,BROOKLYN,NY,11229,3000,POINT (-73.954186763 40.610320675)
KINGS,671836,Store,ABC,MBJ BAKERY INC,REGINA BAKERY,256,PROSPECT PARK WEST SIDE,,,BROOKLYN,NY,11215,800,POINT (-73.981733301 40.659008092)
KINGS,671818,Store,A,CVS ALBANY LLC,CVS PHARMACY #5847,6831,BAY PKWY,,,BROOKLYN,NY,11204,12000,POINT (-73.984001025 40.611138498)
KINGS,671809,Store,AC,KING OF BORO INC V,KING OF BORO,4928,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,1200,POINT (-73.99499431 40.635998175)
QUEENS,671798,Store,AC,NEW FULLY BAKERY INC,FULLY BAKERY,82-24,45TH AVE,,,ELMHURST,NY,11373,2500,POINT (-73.882040537 40.741617489)
QUEENS,671797,Store,AC,TR FOOD MARKET CORP,TR FOOD MARKET,95-00,VAN WYCK EXPWY,,,SOUTH RICHMOND HILL,NY,11419,2000,POINT (-73.813504313 40.696142521)
KINGS,671771,Store,A,WEALTH OF HEALTH CORP,WEALTH OF HEALTH,1616,AVENUE M,,,BROOKLYN,NY,11230,1200,POINT (-73.958511489 40.618066434)
QUEENS,671770,Store,AC,PLATHO DELI GROCERY INC,PLATHO DELI GROCERY,53-80,65TH PL,,,MASPETH,NY,11378,2000,POINT (-73.900395983 40.729149282)
QUEENS,671764,Store,AC,KING POLO INC,SHOP FAIR,153-30,89TH AVE,,,JAMAICA,NY,11432,10000,POINT (-73.802605324 40.705379504)
KINGS,671762,Store,AC,2673 PITKIN DELI INC,2673 PITKIN DELI,2673,PITKIN AVE,,,BROOKLYN,NY,11208,800,POINT (-73.873308941 40.675330716)
QUEENS,671757,Store,AC,THT INTERNATIONAL CORP,JOY FOODS,134-32A,35TH AVE,,,FLUSHING,NY,11354,1000,POINT (-73.832090764 40.764268157)
KINGS,671755,Store,AC,JALIL 105 CORP,JALIL 105,160,BEDFORD AVE,,,BROOKLYN,NY,11211,1200,POINT (-73.957072652 40.718599735)
KINGS,671735,Store,A,PARK ONE ENTERPRISES INC,PARK ONE ENTERPRISES,4602,5TH AVE,,,BROOKLYN,NY,11220,800,POINT (-74.008199328 40.6473435)
KINGS,671727,Store,AC,MEAT MART 13TH AVE CORP,MEAL MART,4521,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,1000,POINT (-73.995255741 40.639797189)
QUEENS,671720,Store,AC,SHREE SAI FOOD MART INC,FAST 24 BREAK,104-19,QUEENS BLVD,,,FOREST HILLS,NY,11375,5000,POINT (-73.848365822 40.723769483)
KINGS,671718,Store,AC,A&J GOURMET DELI INC,A&J GOURMET DELI,95,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,1500,POINT (-73.929777236 40.705493163)
KINGS,671715,Store,AC,FOOD COLONY LLC,FOOD EMPORIUM,7510,5TH AVE,,,BROOKLYN,NY,11209,8000,POINT (-74.02292608 40.629207366)
QUEENS,671689,Store,A,DAY DELI GROCERY CORP,DAY DELI GROCERY,91-01,31ST AVE,,,EAST ELMHURST,NY,11369,1200,POINT (-73.87754658 40.760259177)
KINGS,671683,Store,AC,HOMETOWN FRESH MARKET INC,HOMETOWN FRESH MARKET,5704,5TH AVE,,,BROOKLYN,NY,11220,4000,POINT (-74.014667056 40.641137287)
KINGS,671680,Store,AC,A&Z GROCERY CORP I,A&Z GROCERY,478,NOSTRAND AVE,,,BROOKLYN,NY,11216,1000,POINT (-73.950177866 40.682654865)
KINGS,671678,Store,AC,LOS VECINOS DELI CORP,LOS VECINOS DELI,288,ETNA ST,,,BROOKLYN,NY,11208,1000,POINT (-73.873317993 40.686787437)
KINGS,671676,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #9058,3118,FULTON ST,,,BROOKLYN,NY,11208,10000,POINT (-73.879909773 40.681342217)
KINGS,671667,Store,AC,FAVORITE CHOICE GROCERY INC,FAVORITE CHOICE GROCERY,8401,15TH AVE,,,BROOKLYN,NY,11228,1500,POINT (-74.008257247 40.61242491)
KINGS,671665,Store,AC,EL AGUILA MINI MARKET CORP,EL AGUILA MINI MARKET,1192,GATES AVENUE,,,BROOKLYN,NY,11221,4000,POINT (-73.91945224 40.692013554)
QUEENS,671662,Store,AC,DI GANGI JOSEPH LLC,MARIOS MEAT MARKET,75-55,METROPOLITAN AVENUE,,,MIDDLE VILLAGE,NY,11379,0,POINT (-73.87556141 40.713225636)
KINGS,671656,Store,A,OCEANA EXPRESS PHARMACY INC,RX EXPRESS PHARMACY,2009,AVENUE U,,,BROOKLYN,NY,11229,1500,POINT (-73.951001975 40.599561623)
KINGS,671642,Store,AC,GV MEAT & PRODUCE CORP,CARIBBEAN SUPERMARKET,741,UTICA AVE,,,BROOKLYN,NY,11203,9000,POINT (-73.930501851 40.654754066)
KINGS,671638,Store,AC,GORIS GROCERS FLATBUSH AVE CORP,NYC FRESH MARKET,150,MYRTLE AVE,,,BROOKLYN,NY,11201,10000,POINT (-73.982577107 40.693472885)
QUEENS,671632,Store,AC,PERSAUD FOODS INC,FOUR ALL SEASONS VRTY,123-19,LIBERTY AVE,,,SOUTH RICHMOND HILL,NY,11419,0,POINT (-73.820550308 40.687789074)
QUEENS,671630,Store,A,ALMUSTAH 99 CORP,DEAL 99C,120-10,LIBERTY AVE,,,RICHMOND HILL,NY,11419,1000,POINT (-73.822851895 40.686619254)
KINGS,671617,Store,A,LINS FOOD MARKET INC,LINS FOOD MARKET,5024,8TH AVE 1ST FLOOR,,,BROOKLYN,NY,11220,1300,POINT (-74.004362009 40.640743925)
KINGS,671592,Store,AC,CHEAP COFFEE LLC,JAVA JOE,414,8TH ST,,,BROOKLYN,NY,11215,400,POINT (-73.980911623 40.667323401)
KINGS,671580,Store,A,SANTOS AMBIORIX A,SANTOS DELI GROCERY,5612,CHURCH AVE,,,BROOKLYN,NY,11203,4000,POINT (-73.924156415 40.652414174)
QUEENS,671579,Store,A,DUANE READE ET AL PTRS,DUANE READE 14431,37-66,82ND ST,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.884098546 40.74786691)
QUEENS,671578,Store,AC,DELI BY THE SEA INC,ROCKAWAY BEACH GROCERY,97-06,ROCKAWAY BEACH BLVD,,,FAR ROCKAWAY,NY,11693,3000,POINT (-73.819125804 40.584923467)
KINGS,671571,Store,AC,DESI BAZZAR INC,DESI BAZZAR,557,MCDONALD AVE,,,BROOKLYN,NY,11218,5000,POINT (-73.978814471 40.640554326)
KINGS,671565,Store,A,WALGREEN EASTERN CO INC,WALGREENS #13752,2325,FLATBUSH AVE,,,BROOKLYN,NY,11234,11204,POINT (-73.926833847 40.613802518)
KINGS,671553,Store,AC,REGALO DE JUQUILA CORP,REGALO DE JUQUILA,1209,MYRTLE AVE,,,BROOKLYN,NY,11221,2000,POINT (-73.931686214 40.697491463)
QUEENS,671543,Store,AC,BLESSINGS DELI&GROCERY INC,BLESSINGS DELI&GROCERY,576,SENECA AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.91062048 40.704422207)
KINGS,671540,Store,AC,AKSHAR 18 INC,OCEAN MINI MART,3917,18TH AVENUE,,,BROOKLYN,NY,11218,1800,POINT (-73.972918137 40.632579616)
KINGS,671528,Store,ABCH,SHLOMS HEMISH CORP,SHLOMIES HEIMSHE BAKERY,5104,12TH AVE.,,,BROOKLYN,NY,11219,4500,POINT (-73.995750944 40.635191291)
KINGS,671524,Store,A,RENTAS FELICITA,LA PAZ GROCERY,2424,PITKIN AVE,,,BROOKLYN,NY,11208,800,POINT (-73.882887444 40.673701275)
KINGS,671520,Store,ABCH,STEPHS CAKE SHOP CORP,STEPHS CAKE SHOP,1392,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,2040,POINT (-73.903277011 40.645840164)
QUEENS,671472,Store,AC,GRAND MARS BAGEL&DELI INC,GRAND MARS BAGEL&DELI,69-62,GRAND AVE,,,MASPETH,NY,11378,2000,POINT (-73.893402961 40.726870075)
QUEENS,671456,Store,AC,TRISHANA CORP,T&T FISH AND GROCERY,125-02,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,1050,POINT (-73.812493539 40.675207503)
KINGS,671432,Store,AC,4 STAR CANDY DELI INC,4 STAR CANDY DELI,327,MYRTLE AVE,,,BROOKLYN,NY,11205,1200,POINT (-73.973840985 40.693419744)
QUEENS,671422,Store,AC,7-ELEVEN INC,7-ELEVEN STORE 35495K,42-02,QUEENS BLVD,,,SUNNYSIDE,NY,11104,1500,POINT (-73.921839154 40.743160597)
QUEENS,671418,Store,AC,INDIAN HOME COOKING LLC,INDIAN HOME COOKING,36-46,37TH ST,ENTREPRENEUR SPACE,,LONG ISLAND CITY,NY,11101,200,POINT (-73.926043349 40.75318439)
KINGS,671410,Store,AC,L MOS MARKET INC,L MOS MARKET,51,MORGAN AVE,,,BROOKLYN,NY,11237,1400,POINT (-73.931798448 40.705530965)
KINGS,671404,Store,AC,SCHWARTZ OF L INC,SCHWARTZ APPETIZING,3008,AVENUE L,,,BROOKLYN,NY,11210,3000,POINT (-73.945625068 40.621912931)
QUEENS,671394,Store,AC,MO GOURMET DELI CORP,MO GOURMET DELI,126-02,101ST AVE,,,RICHMOND HILL,NY,11419,800,POINT (-73.819778754 40.691392622)
KINGS,671387,Store,AC,CITY PLAZA MEAT II CORP,CITY PLAZA MEAT II,592,SUTTER AVE,,,BROOKLYN,NY,11207,2500,POINT (-73.896426481 40.669088839)
KINGS,671372,Store,A,KHOKON CONVENIENCE INC,KHOKON CONVENIENCE,445,7TH AVE,,,BROOKLYN,NY,11215,800,POINT (-73.984635367 40.663014097)
KINGS,671370,Store,ABH,ROYAL CROWN BAKERY INC,ROYAL CROWN BAKERY,6308,14TH AVE,,,BROOKLYN,NY,11219,2500,POINT (-73.998476488 40.625671335)
KINGS,671368,Store,AC,DRIGGS FINEST DELI CORP,DRIGGS FINEST DELI,162,DRIGGS AVE,,,BROOKLYN,NY,11222,900,POINT (-73.944898524 40.723122442)
KINGS,671352,Store,AC,A & D PRODUCE CORP,STAR FRUIT FARM,4401,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,1100,POINT (-73.994154694 40.640483667)
QUEENS,671347,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #4787,3909,QUEENS BLVD,,,SUNNYSIDE,NY,11104,6000,POINT (-73.925717209 40.744277779)
KINGS,671346,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #8829,3710,NOSTRAND AVE,,,BROOKLYN,NY,11235,3000,POINT (-73.940736406 40.593446186)
QUEENS,671344,Store,AC,NEW YORK DELI&GROCERY INC,NEW YORK DELI&GROCERY,76-01,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,1200,POINT (-73.889454833 40.747186174)
QUEENS,671330,Store,AC,SAM NEW YORK INC,FOUR STAR DELI&GROCERY,31-18,36TH AVE,,,ASTORIA,NY,11106,1000,POINT (-73.929155466 40.756177064)
KINGS,671322,Store,AC,LIVING WELL GARDEN INC,LIVING WELL GARDEN,1534,ST JOHNS PL,,,BROOKLYN,NY,11213,700,POINT (-73.927565 40.670254259)
KINGS,671316,Store,AC,NAHSHAL DELI&GROCERY CORP,NAHSHAL DELI&GROCERY,1705,RALPH AVE,,,BROOKLYN,NY,11236,1200,POINT (-73.918741287 40.635309266)
QUEENS,671310,Store,AC,DHANDOO SATESH CHAND,ISH OCEAN CARIBEAN MKT,115-09,JAMAICA AVE,,,RICHMOND HILL,NY,11418,700,POINT (-73.833834954 40.698949201)
QUEENS,671306,Store,A,ROBIN GROCERY & NEWS INC,ROBIN GROCERY & NEWS,,63-37 39TH AVE,,,WOODSIDE,NY,11377,1000,POINT (-73.906015 40.745539)
KINGS,671300,Store,AC,SATMAR MEAT MARKET INC,SATMAR MEAT MARKET,4525,16TH AVE,,,BROOKLYN,NY,11204,1000,POINT (-73.98336509 40.632904959)
KINGS,671286,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #4798,300,WYCKOFF AVE,,,BROOKLYN,NY,11237,5000,POINT (-73.910768839 40.699238922)
KINGS,671284,Store,AC,T-L FOOD MARKET INC,T-L FOOD MARKET,119,AVENUE U,,,BROOKLYN,NY,11223,4000,POINT (-73.979958349 40.596372602)
QUEENS,671282,Store,A,JEWEL OF FLUSHING RX INC,JEWEL PHARMACY,70-35,PARSONS BLVD,,,FRESH MEADOWS,NY,11365,3000,POINT (-73.810130848 40.731349155)
QUEENS,671277,Store,A,REO CHEMISTS INC,REO CHEMISTS,,81-12 LEFFERTS BLVD,,,KEW GARDENS,NY,11415,2000,POINT (-73.8298919 40.7073025)
QUEENS,671255,Store,AC,JM DELI&GROCERY CORP,NEW YORK DELI GROCERY,73-01,88TH ST,,,RIDGEWOOD,NY,11385,2500,POINT (-73.863313186 40.708884062)
KINGS,671244,Store,AC,KISMA CORP,A FRESH MARKET,9310,4TH AVE,,,BROOKLYN,NY,11209,4000,POINT (-74.03075746 40.617434522)
KINGS,671235,Store,ABCH,FALKO BAKERY SHOP INC,COFFEE BREAK,683A,MYRTLE AVE.,,,BROOKLYN,NY,11205,5000,POINT (-73.955902119 40.694733607)
QUEENS,671227,Store,AC,YU HUA TRADING INC,YU HUA TRADING,38-09,MAIN ST,,,FLUSHING,NY,11354,1000,POINT (-73.830491246 40.760666496)
QUEENS,671222,Store,AC,GRACE TREE FRUIT CORP,GRACE TREE FRUIT,415,WOODWARD AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.911595295 40.708501889)
KINGS,671216,Store,AC,1720 FOOD CORP,FOOD UNIVERSE,1720,ATLANTIC AVE,,,BROOKLYN,NY,11213,7000,POINT (-73.933867856 40.677148039)
QUEENS,671214,Store,AC,28TH AVE DELI & GROCERY INC,MARIAS DELI,40-11,28TH AVE,,,ASTORIA,NY,11103,1000,POINT (-73.913179307 40.765393763)
KINGS,671213,Store,ABCH,T&D BAKERY INC,T&D BAKERY,2307,AVENUE U,,,BROOKLYN,NY,11229,2500,POINT (-73.948250112 40.599865802)
QUEENS,671206,Store,AC,KLEYNBURG ROMAN,7-ELEVEN STORE #35314A,50-92,NORTHERN BLVD,,,LONG ISLAND CITY,NY,11101,1000,POINT (-73.91082131 40.752648325)
QUEENS,671196,Store,AC,SOUK EL-SHATER INC,SOUK EL-SHATER,43-03,QUEENS BLVD,,,SUNNYSIDE,NY,11104,1500,POINT (-73.921163657 40.743751941)
QUEENS,671192,Store,AC,GROSIK INC,GROSIK,60-45,FRESH POND RD,,,MASPETH,NY,11378,0,POINT (-73.901324195 40.715819835)
KINGS,671178,Store,A,JWW MINI STORE INC,JWW MINI STORE,5221,7TH AVE,,,BROOKLYN,NY,11220,1800,POINT (-74.007397682 40.640835497)
QUEENS,671176,Store,AC,TAKATY DELI CORP,TAKATY DELI,201-15,LINDEN BLVD,,,SAINT ALBANS,NY,11412,1200,POINT (-73.750728804 40.695007779)
QUEENS,671167,Store,A,BAYLOR GROCERY INC,BAYLOR GROCERY,141-18,NORTHERN BLVD,,,FLUSHING,NY,11354,1200,POINT (-73.825124313 40.764310486)
KINGS,671163,Store,AC,GREEN APPLE MARKET LLC,SUPERNUTS,724,KINGS HWY,,,BROOKLYN,NY,11223,3000,POINT (-73.964856842 40.606269534)
KINGS,671155,Store,AC,MS CONVENIENCE INC,MS CONVENIENCE,8610,4TH AVE,,,BROOKLYN,NY,11209,1500,POINT (-74.028665924 40.622559386)
QUEENS,671153,Store,AC,SKY FOODS MART INC,SKY FOODS MART-ELMHURST,79-55,ALBION AVE,,,ELMHURST,NY,11373,7000,POINT (-73.883842478 40.739571676)
KINGS,671143,Store,AC,COSENTINOS FISH MARKET INC,COSENTINOS FISH MARKET,6922,3RD AVE,,,BROOKLYN,NY,11209,1000,POINT (-74.026420076 40.635236595)
KINGS,671142,Store,AC,AR DELI COFFEE SHOP INC,AR DELI COFFEE SHOP,29-31,5TH AVE,,,BROOKLYN,NY,11217,1000,POINT (-73.976542304 40.681975303)
KINGS,671141,Store,AC,PITKIN GREEN STORE INC,PITKIN GREEN STORE,2218,PITKIN AVE,,,BROOKLYN,NY,11207,1200,POINT (-73.890627294 40.672537699)
KINGS,671122,Store,AC,KEHILLA BUTCHER STORE LLC,KEHILLA BUTCHER STORE,1183,49TH ST,,,BROOKLYN,NY,11219,1000,POINT (-73.994368517 40.636519068)
KINGS,671118,Store,A,C&W GROCERY INC,C&W GROCERY,6603,11TH AVE,,,BROOKLYN,NY,11219,1100,POINT (-74.006559073 40.627844804)
KINGS,671116,Store,AC,J VASQUEZ MEAT CORP,METROPOLITAN CITYMARKET,1142,BEDFORD AVENUE,,,BROOKLYN,NY,11216,7000,POINT (-73.954434867 40.685197558)
KINGS,671114,Store,AC,PAZ PLACE CORP,TOV UMAITIV,2668,NOSTRAND AVENUE,,,BROOKLYN,NY,11210,2100,POINT (-73.945615345 40.619267519)
QUEENS,671096,Store,ACH,PREMIUM SWEETS USA INC,PREMIUM SWEETS USA,168-03,HILLSIDE AVE,,,JAMAICA,NY,11432,1800,POINT (-73.794663555 40.710210498)
KINGS,671093,Store,AC,J&S 339 CORP,J&S 339,339,KEAP ST,,,BROOKLYN,NY,11211,1000,POINT (-73.95490023 40.708844206)
QUEENS,671085,Store,AC,SKY FOODS MARKET INC,SKY FOODS MARKET,40-24,COLLEGE POINT BLVD,,,FLUSHING,NY,11354,45000,POINT (-73.834397715 40.7576817)
QUEENS,671083,Store,AC,SAANVI FOOD MART INC,SAANVI FOOD MART,68-30,ROOSEVELT AVE,,,WOODSIDE,NY,11377,0,POINT (-73.896466798 40.746193882)
QUEENS,671079,Store,AC,BARRERA LUIS A,ITHACA GROCERY&DELI,40-08,ITHACA ST,,,ELMHURST,NY,11373,2000,POINT (-73.883084922 40.746187596)
QUEENS,671063,Store,A,51-02 KINGS DELI CORP,51-02 KINGS DELI,51-02,31ST AVE,,,WOODSIDE,NY,11377,0,POINT (-73.907663763 40.756841414)
KINGS,671050,Store,AC,PENNSYLVANIA DELI GROCERY CORP,PENNSYLVANIA DELI GRCY,509,PENNSYLVANIA AVE,,,BROOKLYN,NY,11207,2000,POINT (-73.893875533 40.66491901)
QUEENS,671045,Store,ABC,GUYANA CHOICE BAKERY LLC,GUYANA CHOICE BAKERY,119-14,101ST AVE,,,SOUTH RICHMOND HILL,NY,11419,2000,POINT (-73.825323467 40.690017571)
QUEENS,671034,Store,AC,JIYA DELI&GROCERY INC,SANDWICH KING,146-25,NORTHERN BLVD,,,FLUSHING,NY,11354,1200,POINT (-73.819886126 40.765355667)
KINGS,671016,Store,A,DISCOUNT DREAM LLC,DOLLAR DREAMS,9415,CHURCH AVE,,,BROOKLYN,NY,11212,5000,POINT (-73.916674393 40.655063275)
QUEENS,671015,Store,A,DOSA HUTT INC,SHREE SIDDHIVINAYAKA GROCERY,143-01,HOLLY AVENUE,,,FLUSHING,NY,11355,700,POINT (-73.816600253 40.752397622)
QUEENS,671010,Store,A,MOONLIGHT DELI GROCERY INC,SMOKE VAPE CONVENIENCE,33-22,21ST ST,,,ASTORIA,NY,11106,1000,POINT (-73.932949535 40.764409392)
KINGS,671008,Store,AC,Y&R FARM INC,Y&R FARM,1033,RUTLAND RD,,,BROOKLYN,NY,11212,1500,POINT (-73.925640515 40.663324814)
